otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
Zotu169	alkaliphilus metalliredigens qymf  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__alkaliphilus;s__alkaliphilus metalliredigens;superkingdom__bacteria;	92.8571428571429	1.13871e-101	374.584			0	0	0	0	34	0	0	0	0	27	0	0	0	0	0	0	1	0	0	30	0	0
Zotu170	fj957699.1 microbial anaerobes spacecraft clean rooms spacecraft clean room clone jpl_s4_k13  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus epidermidis;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343
Zotu171	eu624437.1 marinobacter salsuginis str. s6_13  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__marinobacteraceae;g__marinobacter;s__marinobacter salsuginis; superkingdom__bacteria;	100	1.22023e-126	457.539			1	2	0	0	18	7	0	0	17	0	13	12	0	21	0	0	10	0	0	0	0	0
Zotu172	af493543.1 mycoplasma zalophus str. 4296c  ;k__bacteria;p__tenericutes;c__mollicutes;o__mycoplasmatales;f__mycoplasmataceae;g__mycoplasma;s__mycoplasma zalophi;superkingdom__bacteria	79.5275590551181	2.36393e-53	214.084			0	0	0	0	11	4	0	0	29	1	32	0	0	21	0	0	0	0	0	1	0	0
Zotu173	maricurvus nonylphenolicus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__cellvibrionaceae;g__maricurvus;s__maricurvus nonylphenolicus;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			4	1	0	5	9	0	0	0	0	0	2	0	0	28	0	0	49	0	9	0	0	0
Zotu174	tropicimonas sediminicola  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__tropicimonas;s__tropicimonas sediminicola;superkingdom__bacteria;	100	1.22023e-126	457.539			4	13	0	0	2	8	0	0	14	1	17	5	2	12	0	4	19	0	9	0	0	0
Zotu175	marinobacterium jannaschii  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium jannaschii; superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	0	0	39	0	0	0	15	3	0	0	0	21	0	0	20	0	0	1	0	0
Zotu176	z93434.1 acinetobacter calcoaceticus str. atcc 23055t group one  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__acinetobacter;s__acinetobacter calcoaceticus; superkingdom__bacteria;	98.8142292490119	2.68774e-122	443.112			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	96	0
Zotu177	rubritalea tangerina  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__rubritaleaceae;g__rubritalea;s__rubritalea tangerina; superkingdom__bacteria;	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	0	0
Zotu178	aestuariibacter aggregatus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__aestuariibacter;s__aestuariibacter aggregatus;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			4	0	0	0	2	10	0	0	50	0	5	0	0	0	0	0	13	0	0	0	0	0
Zotu179	dq328956.1 vibrio sp. bwdy_57 str. bwdy57  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio fortis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	22	0	1	0	0	24	0	0	0	0	41	0	0	0	0	12	0	0
Zotu180	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	94.0711462450593	5.19313e-106	389.912			0	0	0	0	3	0	9	0	0	41	0	0	0	0	5	0	15	0	0	13	0	0
Zotu181	rubribacterium polymorphum ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__rubribacterium;s__rubribacterium polymorphum;superkingdom__bacteria	96.4426877470356	3.73601e-114	416.061			0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Zotu182	af233878.1 comamonas denitrificans str. 2.99g  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__comamonas;s__comamonas denitrificans;superkingdom__bacteria	79.9212598425197	1.59281e-55	221.297			0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Zotu183	phaeobacter caeruleus  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__leisingera;s__phaeobacter caeruleus;superkingdom__bacteria;	100	1.22023e-126	457.539			2	1	0	0	2	10	2	1	0	2	22	4	0	5	1	0	61	0	0	0	0	0
Zotu184	tateyamaria omphalii  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__tateyamaria;s__tateyamaria omphalii;superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Zotu185	dq997838.1 ralstonia pickettii str. hm_1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia pickettii;superkingdom__bacteria	96.3709677419355	1.9353e-111	407.044			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	0
Zotu186	spongiibacter tropicus  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__spongiibacteraceae;g__spongiibacter;s__spongiibacter tropicus; superkingdom__bacteria;	100	1.22023e-126	457.539			0	5	0	7	7	0	0	0	40	0	1	3	0	9	0	18	0	0	0	0	0	0
Zotu187	marinobacterium jannaschii  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium jannaschii; superkingdom__bacteria;	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	8	0	0	0	0	19	4	0	0	0	0	44	0	0	0	0	0
Zotu188	fj403108.1 disease_ changes healthy and diseased colonies caribbean coral montastrea faveolata thalassobius clone md2.59   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__thalassobius;s__thalassobius mediterraneus;superkingdom__bacteria;	98.8142292490119	2.68774e-122	443.112			1	41	0	0	4	9	0	0	8	0	3	4	0	2	0	8	0	0	0	0	0	0
Zotu189	thalassomonas fusca ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassomonas;s__thalassomonas fusca;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			2	9	0	0	19	6	0	0	32	1	4	10	0	0	0	0	0	0	0	0	0	0
Zotu190	alkaliphilus metalliredigens qymf  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__alkaliphilus;s__alkaliphilus metalliredigens;superkingdom__bacteria;	91.6666666666667	2.50818e-97	361.058			0	0	0	0	33	0	1	0	0	20	3	0	0	0	0	0	9	0	0	13	0	0
Zotu191	fj403108.1 disease_ changes healthy and diseased colonies caribbean coral montastrea faveolata thalassobius clone md2.59   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__thalassobius;s__thalassobius mediterraneus;superkingdom__bacteria;	100	1.22023e-126	457.539			6	8	0	3	0	10	0	0	2	1	1	0	0	2	0	5	60	0	0	0	0	0
Zotu192	cp001614.2 teredinibacter turnerae str. t7901  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__cellvibrionaceae;g__teredinibacter;s__teredinibacter turnerae;superkingdom__bacteria	92.8853754940711	3.27723e-102	376.387			0	0	0	0	5	3	0	0	0	0	12	15	0	0	0	0	30	0	0	0	0	0
Zotu193	fusibacter paucivorans  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__eubacteriales family xii. incertae sedis;g__fusibacter;s__fusibacter paucivorans;superkingdom__bacteria;	94.0476190476191	1.80442e-105	388.109			1	0	0	0	235	0	0	0	2	19	0	2	1	1	0	0	1	0	1	78	0	0
Zotu194	kordiimonas aestuarii ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__kordiimonadales;f__kordiimonadaceae;g__kordiimonas;s__kordiimonas aestuarii;superkingdom__bacteria	96.8379446640316	8.78625e-116	421.471			0	0	0	0	0	0	0	0	6	0	21	11	0	11	0	0	2	0	18	1	0	0
Zotu195	af181574.1 raoultella planticola 7   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__enterobacteriaceae;g__raoultella;s__raoultella planticola; superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Zotu196	poriferibacter numazuense ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__poriferibacter;s__poriferibacter numazuense;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	86.5612648221344	1.69914e-80	304.252			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
Zotu197	dq328956.1 vibrio sp. bwdy_57 str. bwdy57  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio fortis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	11	0	0	0	0	15	0	0	0	0	17	0	0	0	0	5	0	0
Zotu198	amphritea japonica ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__amphritea;s__amphritea japonica;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			3	0	0	0	2	0	0	0	0	0	16	0	0	4	0	0	86	0	0	0	0	0
Zotu199	acinetobacter calcoaceticus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__acinetobacter;s__acinetobacter calcoaceticus; superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
Zotu200	gammaproteobacteria bacterium bj_1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__shewanellaceae;g__psychrobium;s__gammaproteobacteria bacterium;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			1	0	0	0	2	6	0	0	5	0	6	0	0	0	0	3	52	0	0	0	0	0
Zotu201	desulfocapsa sulfexigens ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfocapsaceae;g__desulfocapsa;s__desulfocapsa sulfexigens; subphylum__delta/epsilon subdivisions;superkingdom__bacteria;	87.7470355731225	2.69249e-84	317.778			0	0	3	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0
Zotu202	endozoicomonas euniceicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas euniceicola; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			0	5	0	0	0	0	0	15	4	0	0	2	9	3	0	0	0	9	0	0	0	0
Zotu203	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	97.6284584980237	1.69615e-118	430.488			0	0	0	0	2	0	1	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
Zotu204	erythrobacter vulgaris ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__erythrobacter;s__erythrobacter vulgaris;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	54	0	0	0
Zotu205	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			5	2	0	1	10	7	0	2	4	0	23	5	0	8	0	2	3	1	2	0	0	0
Zotu206	vibrio harveyi ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio harveyi;superkingdom__bacteria;species group  vibrio harveyi group	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	26	0	0	16	0	0	0	0	6	0	1	0	0	5	0	0
Zotu207	desulfobacterium anilini ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfatiglans;s__desulfobacterium anilini;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.0476190476191	1.80442e-105	388.109			0	0	0	0	8	0	25	0	1	9	0	0	0	0	0	0	1	0	0	1	0	0
Zotu208	kordiimonas gwangyangensis ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__kordiimonadales;f__kordiimonadaceae;g__kordiimonas;s__kordiimonas gwangyangensis;superkingdom__bacteria	97.2332015810277	7.2122e-117	425.98			8	0	0	12	1	1	0	0	0	0	3	5	0	2	0	0	25	0	0	0	0	0
Zotu209	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	0	3	3	0	55	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0
Zotu210	thalassotalea ganghwensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea ganghwensis;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			2	10	0	0	3	7	0	0	3	0	12	2	0	1	0	5	0	0	0	0	0	0
Zotu211	dq917756.1 spiroplasma mirum  ;k__bacteria;p__tenericutes;c__mollicutes;o__entomoplasmatales;f__spiroplasmataceae;g__spiroplasma;s__spiroplasma mirum;superkingdom__bacteria	89.2857142857143	3.48642e-89	334.008			0	0	0	0	0	8	0	36	5	0	0	0	5	0	0	4	0	4	5	0	0	0
Zotu212	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	96.8379446640316	8.78625e-116	421.471			0	0	0	0	1	0	1	0	0	51	0	0	0	0	0	0	0	0	0	4	0	0
Zotu213	thalassobius aestuarii  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__thalassobius;s__thalassobius aestuarii;superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			3	16	0	0	7	10	0	0	4	0	1	1	0	4	0	3	4	0	0	0	0	0
Zotu214	portibacter lacus  ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__haliscomenobacteraceae;g__portibacter;s__portibacter lacus; superkingdom__bacteria;	91.304347826087	8.79402e-97	358.353			8	7	0	0	5	3	0	0	0	0	0	5	0	0	0	21	0	0	0	0	0	0
Zotu215	cp001616.1 tolumonas auensis str. dsm 9187  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__aeromonadales;f__aeromonadaceae;g__tolumonas;s__tolumonas auensis;superkingdom__bacteria	93.6758893280632	6.32653e-105	385.404			0	0	0	0	115	0	0	0	2	20	0	0	0	8	119	0	0	0	0	49	0	0
Zotu217	cr378672.1 photobacterium profundum ss9 str. ss9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium profundum;superkingdom__bacteria	96.0474308300395	4.55139e-113	412.454			0	0	0	0	11	0	0	0	0	35	0	0	0	0	2	0	0	0	0	45	0	0
Zotu218	endozoicomonas euniceicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas euniceicola; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			1	0	0	0	0	0	0	11	0	0	7	6	9	2	0	0	0	21	5	0	0	0
Zotu219	maritimibacter alkaliphilus  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__maritimibacter;s__maritimibacter alkaliphilus;superkingdom__bacteria;	98.8142292490119	2.68774e-122	443.112			2	25	0	4	2	9	0	0	0	0	0	7	0	0	0	15	0	0	0	0	0	0
Zotu220	eu371936.1 lewinella nigricans   ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella nigricans; superkingdom__bacteria;	90.9090909090909	3.73931e-95	352.943			0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	39	0	0	0
Zotu221	endozoicomonas elysicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas elysicola; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	0	17	0	3	0	0	5	0	0	0	0	0	0	0	0	20	0	0	0	0
Zotu222	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	94.8616600790514	1.00251e-108	398.027			0	0	0	0	19	0	5	0	0	1	0	0	0	0	0	0	0	0	0	48	0	0
Zotu223	amphritea japonica ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__amphritea;s__amphritea japonica;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	36	0	0	0	0	0
Zotu224	cr378672.1 photobacterium profundum ss9 str. ss9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium profundum;superkingdom__bacteria	96.8379446640316	8.78625e-116	421.471			0	0	0	0	0	0	0	0	0	26	0	0	0	0	22	0	0	0	0	12	0	0
Zotu225	u69637.1 bradyrhizobium lupini str. km50 90 (usda 3514)   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__nitrobacteraceae;g__bradyrhizobium;s__bradyrhizobium lupini; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
Zotu226	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	94.0711462450593	5.19313e-106	389.011			1	0	0	0	27	2	0	0	0	7	1	0	0	0	0	0	9	0	0	9	0	0
Zotu227	ab247553.1 flammeovirga aprica str. nbrc 15941  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__flammeovirgaceae;g__flammeovirga;s__flammeovirga aprica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	100	1.22023e-126	457.539			0	0	0	0	7	6	0	0	0	17	0	0	0	0	0	8	0	0	0	0	0	0
Zotu228	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			0	2	0	1	0	4	0	0	0	0	28	0	0	9	0	0	2	0	0	0	0	0
Zotu229	nr_027571.1 lentisphaera araneosa htcc2155 str. htcc2155 ;k__bacteria;p__lentisphaerae;c__lentisphaeria;o__lentisphaerales;f__lentisphaeraceae;g__lentisphaera;s__lentisphaera araneosa;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	85.3754940711462	3.74262e-76	290.727			0	7	0	0	0	0	0	0	0	0	0	27	0	0	0	0	8	0	0	0	0	0
Zotu230	nitrincola lacisaponensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__nitrincola;s__nitrincola lacisaponensis;superkingdom__bacteria	96.0474308300395	4.55139e-113	412.454			2	1	0	1	9	5	0	0	5	0	33	1	0	8	0	0	2	0	2	0	0	0
Zotu231	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			0	0	0	0	1	0	4	0	0	39	0	0	0	0	11	0	0	0	0	2	0	0
Zotu232	gu370078.1 rhodovulum sulfidophilum str. p210(2)  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__rhodovulum;s__rhodovulum sulfidophilum;superkingdom__bacteria	92.8853754940711	3.27723e-102	376.387			0	1	0	0	3	0	0	0	0	0	3	5	0	8	0	0	5	0	29	0	0	0
Zotu233	am501434.1 pelomonas aquatica str. ccug52507  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__pelomonas;s__pelomonas aquatica;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	9	0	20	5	0	0	0
Zotu234	cyanobacterium ucyn_a ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__chroococcales;f__aphanothecaceae;g__candidatus atelocyanobacterium;s__cyanobacterium ucyn_a;superkingdom__bacteria;subclass  oscillatoriophycideae	99.6062992125984	1.49324e-125	453.932			0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	36	0	0	0
Zotu235	desulfovibrio marinisediminis ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio marinisediminis;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	34	0	0
Zotu236	nr_025717.1 thalassomonas ganghwensis str. jc2041 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassomonas ganghwensis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	30	0	0	0	0	0
Zotu237	fj409572.1 corynebacterium diphtheriae str. c443    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium diphtheriae;superkingdom__bacteria;	100	3.51177e-127	459.342			0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	0	0
Zotu238	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	95.2569169960474	2.35768e-110	403.438			0	0	0	0	10	0	9	0	0	5	0	0	0	0	0	0	0	0	0	22	0	0
Zotu239	nr_027571.1 lentisphaera araneosa htcc2155 str. htcc2155 ;k__bacteria;p__lentisphaerae;c__lentisphaeria;o__lentisphaerales;f__lentisphaeraceae;g__lentisphaera;s__lentisphaera araneosa;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	84.1897233201581	2.36185e-72	277.202			0	0	0	0	6	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
Zotu240	primorskyibacter sedentarius  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__primorskyibacter;s__primorskyibacter sedentarius;superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	25	0	0	0	0
Zotu241	halomicronema metazoicum itac101  ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__pseudanabaenales;f__prochlorotrichaceae;g__halomicronema;s__halomicronema metazoicum; superkingdom__bacteria;	92.8571428571429	1.14386e-101	374.584			0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu242	eu371936.1 lewinella nigricans   ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella nigricans; superkingdom__bacteria;	90.1185770750988	1.93701e-92	343.926			0	5	0	0	0	0	0	0	17	0	0	0	0	0	0	0	30	0	0	0	0	0
Zotu243	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.061			0	0	0	0	2	0	22	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0
Zotu244	endozoicomonas elysicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas elysicola; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	6	2	0	11	0	12	0	0	0	0	2	0	0	4	0	1	0	0	0	0
Zotu245	leisingera aquimarina  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__leisingera;s__leisingera aquimarina;superkingdom__bacteria;	100	1.22023e-126	457.539			1	1	3	3	0	0	0	0	9	0	10	0	0	6	4	0	15	0	0	0	0	0
Zotu246	marinobacterium rhizophilum  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium rhizophilum; superkingdom__bacteria;	94.4664031620553	1.22131e-107	394.421			2	1	0	0	5	8	0	0	2	0	28	2	0	4	0	0	3	1	4	0	0	0
Zotu247	y14303.1 hyphomicrobium hollandicum str. ifam kb_677   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium hollandicum;superkingdom__bacteria;	88.5375494071146	5.19772e-87	326.794			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
Zotu248	bacillus beringensis ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus beringensis;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
Zotu249	sphingomonadaceae bacterium 262_7  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingosinicellaceae;g__polymorphobacter;s__sphingomonadaceae bacterium;superkingdom__bacteria;	86.9565217391304	1.39474e-81	308.761			0	0	0	0	2	0	0	0	0	0	7	0	0	9	0	0	10	0	0	0	0	0
